Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Belarus,BLR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050000001,0.5,1.399999976,2.099999905,2.900000095,4,2.799999952,2.299999952,2.099999905,2.099999905,2.299999952,3,3.099999905,1.899999976,1.5,1.200000048,1,0.800000012,6.099999905,,0.600000024,0.5,0.5,0.5,1,5.840000153,5.650000095,
Belgium,BEL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.65200043,9.505000114,10.81999969,12.4289999,12.21399975,12.4090004,11.54599953,11.70400047,10.21500015,8.281999588,6.922999859,7.798999786,7.995999813,8.282999992,9.512000084,9.31400013,8.447999954,7.599999905,8.105999947,8.515999794,7.179999828,7.40899992,8.170000076,7.940000057,7.768000126,7.559999943,7.053999901,6.394999981
Belgium,BEL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,2.700000048,3.299999952,3.900000095,4.699999809,7.699999809,10.5,,13.10000038,,15,,18.60000038,,,,,,,,,,,,,,,,,,,,,,8.279500008,9.506799698,9.308699608,8.443400383,7.597300053,8.105500221,8.515500069,7.179800034,7.409599781,8.170499802,7.941100121,7.769199848,7.560900211,7.053999901,
Belgium,BEL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55700016,4.796000004,6.162000179,7.696000099,7.308000088,7.40500021,7.089000225,7.581999779,7.47300005,5.308000088,5.630000114,6.244999886,7.440999985,6.65199995,7.599999905,7.400000095,6.664999962,6.46999979,7.744999886,8.107999802,7.105999947,7.651000023,8.640000343,9.019000053,9.092000008,8.059000015,7.113999844,6.262000084
Belgium,BEL,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,1.899999976,2.299999952,2.200000048,2.200000048,3.700000048,4.300000191,,5,,5.5,,9.5,,,,,,,,,,,,,,,,,,,,,,6.648900032,7.596700191,7.396299839,6.661699772,6.467899799,7.744699955,8.107299805,7.106100082,7.651599884,8.640399933,9.020299911,9.093500137,8.059599876,7.113800049,
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.986000061,6.701000214,8.076999664,9.647000313,9.338999748,9.482999802,8.956000328,9.322999954,8.649000168,6.585999966,6.177000046,6.909999847,7.679999828,7.362999916,8.43999958,8.24600029,7.458000183,6.975999832,7.907999992,8.291999817,7.139999866,7.541999817,8.425000191,8.522999763,8.482000351,7.829999924,7.085999966,6.322999954
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,2.099999905,2.700000048,2.799999952,3,5.099999905,6.5,,7.900000095,,9.100000381,,13,,,,,,,,,,,,,,,,,,,,,,7.363399982,8.440199852,8.245900154,7.457900047,6.975599766,7.907599926,8.292499542,7.1395998,7.541699886,8.425299644,8.52270031,8.482000351,7.829699993,7.086200237,
Belize,BLZ,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.07999992,14.34399986,14.38099957,15.72299957,18.05800056,18.66799927,20.75600052,21.79400063,20.62999916,17.81699944,15.50300026,15.16300011,16.17000008,16.82900047,17.20000076,15.00699997,13.02700043,12.91899967,15.61299992,17.92399979,19.79199982,22.22999954,19.29299927,19.71500015,15.07600021,13.58199978,15.40299988,15.32900047
Belize,BLZ,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15999985,15.55000019,17.86000061,18.62999916,20.35000038,21.32999992,20.32999992,,15.36999989,15.31000042,,,17.05999947,15.09000015,13.01000023,,,,,22.12000084,12.5916996,14.01599979,11.07439995,11.13700008,9.808099747,
Belize,BLZ,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.955999851,7.56099987,7.758999825,9.090000153,10.05000019,11.69400024,9.036999702,10.8409996,9.133000374,7.013000011,5.840000153,7.397999763,7.504000187,7.519000053,7.400000095,6.176000118,5.856999874,5.323999882,6.715000153,7.68599987,8.18599987,8.973999977,6.675000191,6.198999882,6.606999874,4.138000011,4.730000019,5.362999916
Belize,BLZ,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.639999866,8.989999771,9.93999958,11.67000008,8.859999657,10.60999966,9,,5.789999962,7.46999979,,,7.340000153,6.210000038,5.849999905,,,,,8.930000305,5.822100163,4.751999855,5.435599804,4.402599812,4.592999935,
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.074000359,9.616999626,9.779999733,11.10000038,12.47999954,13.81999969,12.68000031,14.31000042,12.84000015,10.55900002,9.069999695,10.03999996,10.50399971,10.79800034,10.90999985,9.390000343,8.510000229,8.180000305,10.11499977,11.6590004,12.75800037,14.27000046,11.69999981,11.56999969,9.970000267,7.909999847,9,9.368000031
Belize,BLZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.779999733,11.10000038,12.47999954,13.81999969,12.68000031,14.31000042,12.84000015,,9.069999695,10.03999996,,,10.90999985,9.390000343,8.510000229,8.180000305,,,,14.27000046,8.349100113,8.243900299,7.578199863,7.000400066,6.595499992,
Benin,BEN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.546999991,0.579999983,0.663999975,0.559000015,0.593999982,0.56400001,0.558000028,0.523999989,0.528999984,0.488000005,0.442999989,0.426999986,0.497000009,0.574000001,0.620000005,0.65200001,0.643000007,0.716000021,0.986999989,1.146000028,2.871999979,2.960000038,2.90899992,2.747999907,2.635999918,2.604000092,2.336999893,2.232000113
Benin,BEN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150000006,,,,,,0.589999974,,,,,,,,,,0.430000007,,,,,,,,1.139999986,2.859100103,,,,,,,
Benin,BEN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.147000074,2.171999931,2.197000027,1.825000048,1.667999983,1.616000056,1.457000017,1.340999961,1.162999988,1.093999982,0.94599998,0.924000025,0.936999977,0.947000027,0.975000024,0.906000018,0.816999972,0.85799998,0.94599998,0.935000002,2.428999901,2.517999887,2.431999922,2.339999914,2.296000004,2.239000082,2.028000116,2.020999908
Benin,BEN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189999998,,,,,,2.210000038,,,,,,,,,,0.930000007,,,,,,,,0.930000007,2.418499947,,,,,,,
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.480999947,1.50999999,1.552000046,1.286000013,1.20599997,1.157999992,1.059999943,0.976000011,0.875999987,0.815999985,0.713,0.689999998,0.728999972,0.768999994,0.805000007,0.782999992,0.731999993,0.787999988,0.967000008,1.039999962,2.645999908,2.734999895,2.665999889,2.540999889,2.463000059,2.41899991,2.180000067,2.125
Benin,BEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180000007,,,,,,1.50999999,,,,,,,,,,0.689999998,,,,,,,,1.039999962,2.646500111,,,,,,,
Bermuda,BMU,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.279999971,,,,,,,,,3.00999999,5.96999979,,8.170000076,5.559999943,8.050000191,,,,
Bermuda,BMU,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.130000114,,,,,,,,,5.960000038,7.010000229,,8.699999809,7.71999979,9.800000191,,,,
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.710000038,,,,,,,,,4.480000019,6.489999771,,8.43999958,6.659999847,8.93999958,,,,
Bhutan,BTN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.273000002,1.162999988,1.218000054,1.213999987,1.292000055,1.343000054,1.394999981,1.399999976,1.639000058,2.298000097,2.887000084,2.776000023,2.604000092,3.312999964,3.33100009,3.802999973,4.725999832,4.781000137,5.563000202,4.06799984,4.915999889,2.217999935,3.78399992,3.628999949,3.26699996,3.174999952,2.980999947,3.019999981
Bhutan,BTN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399999976,1.600000024,,3.200000048,,,3.339999914,,3.809999943,,,5.349999905,3.970000029,4.539999962,2.200000048,3.700000048,3.49000001,3.150000095,,,
Bhutan,BTN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.309999943,1.251000047,1.360000014,1.304999948,1.34800005,1.322999954,1.422000051,1.399999976,1.228999972,1.279000044,1.172999978,1.190000057,1.200000048,1.875,2.927000046,2.625,2.926000118,2.471999884,2.744999886,2.766000032,2.003000021,1.914999962,2.25,1.985999942,1.907999992,1.782999992,1.628999949,1.646000028
Bhutan,BTN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399999976,1.200000048,,1.299999952,,,1.889999986,,2.630000114,,,2.640000105,2.700000048,1.850000024,1.899999976,2.200000048,1.909999967,1.840000033,,,
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.294999957,1.215999961,1.30400002,1.269000053,1.325999975,1.33099997,1.411000013,1.399999976,1.399999976,1.707999945,1.899999976,1.866000056,1.799999952,2.49000001,3.099999905,3.130000114,3.700000048,3.46600008,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,2.338999987,2.170000076,2.197000027
Bhutan,BTN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.399999976,1.399999976,,1.899999976,,1.799999952,2.49000001,,3.130000114,3.700000048,,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,,,
Bolivia,BOL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.688999891,3.589999914,3.891000032,4.122000217,4.133999825,4.138000011,4.143000126,4.06400013,4.097000122,4.061999798,4.132999897,4.19299984,4.257999897,4.255000114,4.073999882,3.780999899,3.49000001,3.39199996,3.453999996,3.048000097,2.667999983,2.798000097,2.970000029,2.842999935,3.79399991,4.052999973,3.835000038,3.984999895
Bolivia,BOL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,10.82999992,11.53999996,12.60000038,11.59000015,,,7.119999886,,5.260000229,2.839999914,4.090000153,5.53000021,2.029999971,,4.590000153,5.579999924,,,,,,,,3.354300022,3.435199976,,2.657299995,2.763400078,2.948999882,2.816299915,3.77850008,,,
Bolivia,BOL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.342999935,2.392999887,2.63499999,2.704999924,2.688999891,2.697000027,2.660000086,2.548000097,2.812000036,2.857000113,2.890000105,2.914000034,2.936000109,2.861000061,2.631000042,2.378000021,2.144000053,1.998000026,2.40899992,2.217000008,1.876999974,1.498000026,1.965000033,1.376000047,2.562000036,2.303999901,2.798000097,2.732000113
Bolivia,BOL,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,21.78000069,22.20000076,22.62999916,19.98999977,,,6.21999979,,6.539999962,3.25999999,3.380000114,4.980000019,2.109999895,,3.380000114,3.579999924,,,,,,,,1.976199985,2.395999908,,1.869500041,1.479799986,1.950700045,1.363399982,2.55189991,,,
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.890000105,2.881000042,3.150000095,3.289999962,3.289000034,3.296999931,3.280999899,3.184000015,3.352999926,3.365999937,3.417999983,3.460000038,3.503000021,3.461999893,3.256000042,2.987999916,2.72300005,2.602999926,2.862999916,2.576999903,2.219000101,2.048000097,2.394000053,2.006999969,3.065999985,3.055999994,3.23300004,3.257999897
Bolivia,BOL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,9,8.100000381,7.099999905,6.099999905,5.199999809,5.300000191,5.300000191,5.5,5.599999905,6.099999905,10.15999985,11.60000038,14.18999958,14.65999985,19.28000069,19.76000023,20.31999969,18,,,6.590000153,,5.989999771,3.079999924,3.690000057,5.230000019,2.079999924,,3.930000067,4.46999979,,,,,,,,2.603399992,2.863399982,,2.218600035,2.047899961,2.393899918,2.006500006,3.065999985,,,
Bosnia and Herzegovina,BIH,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12199974,22.06699944,23.31699944,24.37999916,25.40699959,26.53800011,27.6060009,28.13299942,29.61700058,30.33099937,31.11100006,32.20399857,32.95600128,33.71500015,34.23799896,34.67699814,32.71699905,26.63800049,25.59799957,29.87800026,29.89500046,30.61100006,28.90999985,31.14599991,30.65999985,30.07500076,23.05800056,23.91600037
Bosnia and Herzegovina,BIH,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.86389923,32.94309998,26.78450012,25.64299965,29.92840004,29.9409008,30.66410065,28.94000053,31.16609955,30.67000008,29.89999962,23.06999969,
Bosnia and Herzegovina,BIH,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.11800003,15.86400032,16.9260006,17.68300056,18.35899925,18.79100037,19.70599937,20.68499947,22.39800072,23.38999939,24.4489994,25.54899979,26.40299988,27.29899979,28.01499939,28.76199913,26.53199959,21.28300095,23.06699944,25.63699913,26.07500076,26.31999969,26.50200081,25.16399956,25.71199989,22.46100044,18.80999947,18.86899948
Bosnia and Herzegovina,BIH,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.91659927,26.71500015,21.39959908,23.10820007,25.68090057,26.11440086,26.36599922,26.53000069,25.18059921,25.71999931,22.32999992,18.81999969,
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54999924,18.37700081,19.51399994,20.39500046,21.21199989,21.92700005,22.90299988,23.69599915,25.31100082,26.18700027,27.12899971,28.22200012,29.03000069,29.86599922,30.48999977,31.11000061,28.98399925,23.40500069,24.06800079,27.31200027,27.58200073,28.01000023,27.45000076,27.5170002,27.64999962,25.40999985,20.46999931,20.8390007
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.10989952,28.9843998,23.40530014,24.06769943,27.3118,27.58189964,28.01029968,27.45000076,27.51720047,27.64999962,25.40999985,20.46999931,
Botswana,BWA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.18600082,18.77599907,21.10000038,23.08699989,23.67300034,24.24900055,24.50699997,23.77099991,21.01499939,17.30200005,22.20899963,24.54299927,26.57799911,24.27000046,22.28499985,20.24799919,19.64100075,19.3579998,19.80400085,21.63599968,21.79100037,21.8579998,22.33799934,22.18799973,21.65600014,21.65999985,21.35499954,21.53000069
Botswana,BWA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,30.81999969,,,,,,17.18000031,,,,,23.95000076,,23.56999969,,17.25,22.14999962,,26.29999924,,,20.02000046,,,19.5970993,21.43000031,,,,,,,,
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68400002,13.99400043,16.94099998,19.94799995,19.84000015,19.74399948,19.6439991,18.77899933,17.39900017,14.8039999,15.73200035,18.61800003,21.62599945,19.63999939,17.875,15.82800007,14.17599964,13.10599995,13.14000034,14.72999954,14.42800045,14.58699989,14.80200005,14.79399967,14.74400043,14.71500015,14.37199974,14.79500008
Botswana,BWA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,19.70000076,,,,,,11.68000031,,,,,19.5,,18.62000084,,14.76000023,15.68999958,,21.39999962,,,15.64999962,,,13.00319958,14.59000015,,,,,,,,
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81999969,15.86600018,18.58300018,21.20000076,21.38800049,21.57999992,21.64800072,20.86000061,18.92900085,15.88000011,18.54000092,21.20299911,23.79999924,21.68400002,19.83200073,17.79999924,16.62899971,15.93000031,16.16900063,17.86000061,17.77000046,17.91300011,18.2859993,18.22299957,17.95599937,17.9489994,17.63100052,17.94099998
Botswana,BWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,25.67000008,,,,,,13.81999969,,,,,21.57999992,,20.86000061,,15.88000011,18.54000092,,23.79999924,,,17.79999924,,,16.1692009,17.86000061,,,,,,,,
Brazil,BRA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.857999802,8.074999809,7.431000233,7.71600008,8.105999947,9.55700016,10.86200047,12.58399963,13.30900002,12.79699993,12.2130003,11.85299969,12.65699959,11.97900009,12.52799988,11.36800003,11.12800026,9.940999985,11.35900021,10.42500019,9.434000015,9.06400013,8.777999878,8.12100029,10.06499958,13.46800041,14.72399998,14.41899967
Brazil,BRA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,1.899999976,2.75999999,2.799999952,2.75999999,,4.159999847,5.090000153,4.630000114,4.400000095,3.859999895,2.710000038,3.950000048,4.25,2.970000029,,,7.949999809,7.340000153,,8.068699837,9.50150013,10.80420017,12.51869965,13.2489996,,12.14379978,11.79039955,12.5916996,11.90069962,12.45629978,11.2954998,11.05780029,9.876899719,11.28269958,,9.361499786,,,,,13.43879986,14.68889999,14.19369984
Brazil,BRA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.393000126,5.494999886,5.223999977,5.139999866,5.393000126,5.84800005,6.486000061,7.418000221,8.187000275,7.947999954,7.815999985,7.613999844,8.085000038,7.018000126,7.375,6.613999844,6.248000145,5.418000221,6.401000023,5.736999989,5.089000225,5.81799984,5.668000221,5.598999977,7.21999979,10.21199989,11.37100029,11.10599995
Brazil,BRA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,1.929999948,2.119999886,2.150000095,2.75,,3.900000095,4.699999809,4.619999886,3.900000095,3.170000076,2.220000029,3.339999914,3.539999962,3.00999999,,,5.409999847,5.159999847,,5.368899822,5.814499855,6.451300144,7.379399776,8.149900436,,7.771699905,7.573400021,8.043600082,6.972199917,7.332900047,6.572100163,6.208199978,5.383200169,6.357900143,,5.049399853,,,,,10.18970013,11.34430027,10.8427
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.260000229,6.420000076,6.03000021,6.09800005,6.420000076,7.252999783,8.157999992,9.423000336,10.20800018,9.894000053,9.609999657,9.37100029,9.991000175,9.104999542,9.56799984,8.638999939,8.326999664,7.342999935,8.522000313,7.725999832,6.916999817,7.19299984,6.985000134,6.670000076,8.437000275,11.60900021,12.82699966,12.54399967
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,3.059999943,2.779999971,,,1.919999957,2.319999933,2.359999895,2.75999999,,3.99000001,4.829999924,4.619999886,4.039999962,3.380000114,2.369999886,3.559999943,3.789999962,2.970000029,,,6.420000076,6.03000021,,6.420499802,7.253399849,8.158399582,9.422800064,10.20829964,,9.6104002,9.370900154,9.991000175,9.105199814,9.567700386,8.639499664,8.327300072,7.342599869,8.522100449,,6.916999817,,,,,11.60949993,12.82730007,12.33819962
British Virgin Islands,VGB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.079999924,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.460000038,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.289999962,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.711999893,7.072999954,7.242000103,7.175000191,7.388000011,7.368000031,7.109000206,6.90899992,7.159999847,7.294000149,7.278999805,7.440999985,7.554999828,7.438000202,7.247000217,7.21600008,7.090000153,6.876999855,7.520999908,7.912000179,8.204999924,8.305999756,8.156000137,7.894000053,8.645000458,9.350000381,9.977000237,10.10599995
Brunei Darussalam,BRN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,,,,,,,,,,,,,,,,,,,,32.63100052,27.11400032,25.92499924,24.9810009,22.26199913,,,,,,,,6.699999809,,,,,,,,,,,,,,,,,,,,,,,7.879899979,,,9.958100319,
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.707000017,3.803999901,4.092999935,4.236000061,4.186999798,4.211999893,4.386000156,4.514999866,4.515999794,4.434000015,4.481999874,4.602000237,4.710000038,4.852000237,4.90899992,4.711999893,4.596000195,4.868000031,5.650000095,5.769999981,5.660999775,5.881999969,6.209000111,6.281000137,7.093999863,7.961999893,8.812000275,8.548999786
Brunei Darussalam,BRN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,,,,,,,,,,,,,,,,,,,,4.020999908,2.444000006,2.588000059,1.917000055,1.97300005,,,,,,,,3.700000048,,,,,,,,,,,,,,,,,,,,,,,6.270199776,,,8.795200348,
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809,4.90500021,5.175000191,5.268000126,5.337999821,5.375999928,5.418000221,5.447999954,5.572000027,5.599999905,5.633999825,5.771999836,5.881000042,5.914999962,5.868999958,5.743000031,5.624000072,5.697000027,6.423999786,6.657999992,6.71999979,6.896999836,7.028999805,6.965000153,7.756000042,8.559000015,9.315999985,9.223999977
